mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,emotion
-644.43164,61.691525,-4.231188,8.771251,12.1218815,-6.0974197,-3.8225849,-4.386631,-9.309087,-5.8884745,0.70167685,-5.022706,-1.469171,neutral
-686.895,43.229645,-7.451457,1.0477135,-8.075271,-7.687416,-11.267946,-12.600429,-8.550982,-6.6951265,-8.58732,-3.2837577,-6.1321955,neutral
-692.8558,55.363895,-1.5483191,16.038305,8.81881,-0.14658624,-1.3733917,-5.29318,-11.623182,-1.3482838,0.8437145,-2.6412783,1.0172497,neutral
-646.0169,49.11971,-10.800371,11.480022,-5.8222346,-3.082372,-5.2919693,-7.318948,-2.7898755,-1.952381,-3.2981868,-2.3206332,-5.5060253,neutral
-618.5003,67.16306,5.289751,16.971664,10.753806,1.64241,-7.73416,-3.596293,0.7531799,-4.4280972,0.44024718,0.39507484,-0.5094587,neutral
-699.05884,43.971985,-7.463785,6.14891,-8.039638,-7.6064873,-8.504782,-14.781918,-10.882157,-5.3247323,-4.378772,-8.113154,-5.362907,neutral
-731.04675,71.22909,4.7060738,19.485657,11.931986,3.1546195,3.061025,-3.3929603,1.6570354,4.184657,4.104265,2.8819532,0.2506079,neutral
-697.0333,52.721966,-18.394602,13.298955,-0.07996527,-12.791263,-9.582619,-9.804233,-3.583849,1.7724862,-5.0536466,-0.6990579,-6.3102365,neutral
-647.45294,74.718925,7.604442,18.762121,10.770361,-2.1660206,-5.998836,-8.206124,3.7424395,-3.1040277,-2.516556,1.2952241,4.528597,neutral
-681.00244,67.64851,7.725306,21.931631,6.9586296,0.801942,5.9756575,-7.586681,1.3758192,-1.8393389,1.2272732,-2.2131736,0.007324316,neutral
-774.4514,77.8684,14.380869,21.008358,13.392018,4.733255,1.3457327,-1.6802934,5.307499,2.4862676,-5.6910257,6.451561,2.3873458,neutral
-549.5522,56.109127,2.035172,9.34057,-0.39742857,-8.137466,-9.939143,-12.575839,-4.9851937,-0.51681876,-4.8387814,-3.7208047,0.9802633,neutral
-697.01483,62.102234,21.48015,16.53148,11.172518,6.3433704,7.182734,1.259996,-1.7513117,0.8246591,3.7978878,1.2289524,-1.0981222,neutral
-689.5671,56.885933,-1.6032199,11.154812,2.824281,-3.53914,-1.640911,-8.267392,-8.80399,-0.1756525,-6.4229407,-4.2073383,-6.453051,neutral
-725.99884,65.8402,4.7694855,10.2365055,8.644426,3.1547225,-1.8746307,-3.1766026,-3.784609,1.9564545,1.9077767,-1.3699131,5.319067,neutral
-755.46246,42.71025,5.3804007,11.044181,-5.3896546,-3.6523912,-5.683102,-7.394467,-1.7592144,-2.752685,-2.5837643,-5.9279065,-2.358476,neutral
-654.05566,70.66096,0.60373926,16.608322,11.119586,-0.87504864,4.762364,2.0357559,-1.5078385,0.10179707,0.93287677,2.5171587,0.91218823,neutral
-669.83075,57.962574,5.122001,10.897898,-0.54232013,-8.684329,-8.73612,-5.5816965,-5.0471535,-2.0619364,-7.9509974,-3.0372448,-2.8989496,neutral
-646.3001,68.106094,6.514981,18.00364,14.267371,4.858087,10.486649,-0.88422734,-3.3458776,4.5166874,1.6733108,0.2256112,5.8876367,neutral
-741.79596,56.14055,6.200316,7.7142596,0.072303526,-4.5530286,-1.6176461,-14.066451,-5.2338047,-2.717915,-1.7795455,-5.6719623,-6.641134,neutral
-715.2329,78.78551,12.331404,21.444433,8.497773,9.027193,0.8834322,-6.4131856,-8.974746,1.2024008,2.1749904,-1.5778722,5.333693,neutral
-706.14124,35.002113,-7.671686,9.358679,-6.6919675,-9.426923,-6.437806,-12.181662,-5.5207767,-4.0778794,-5.006567,-4.896059,-5.760537,neutral
-598.21796,69.949936,9.131299,16.657465,8.884527,-3.078486,4.142082,-4.962177,-7.762237,0.78429013,0.8248669,-2.303238,0.23463657,neutral
-668.72736,41.59882,-0.99996966,2.6773412,5.789725,-5.4733486,-8.640135,-7.897201,-9.882269,-1.498172,-2.3631988,-6.644573,-2.2719712,neutral
-618.1251,60.08544,-5.9364605,9.629848,15.576269,-5.6812234,0.3756476,-1.1077001,-8.532424,-3.5218263,2.771219,-2.639181,-0.4374926,neutral
-687.37134,41.4647,-12.51162,1.7551235,-8.262718,-9.812841,-10.31878,-13.119345,-8.123957,-5.753302,-9.840951,-3.3610435,-5.573746,neutral
-691.5879,58.024662,0.15946473,13.62465,5.3741126,1.1623365,-2.0833592,-5.382585,-10.332824,-3.6620808,0.5606005,-2.8382256,1.8347856,neutral
-622.5786,51.31145,-10.439537,4.7658195,-4.8091674,-3.2195776,-5.721809,-9.393639,-5.2450943,-1.9874331,-5.037799,-2.8686626,-6.420317,neutral
-626.6999,59.548996,-0.16429664,12.612997,6.018281,-0.5424565,-13.246388,-6.0552826,-4.3443394,-8.161105,-0.008030692,-4.153291,-4.067323,neutral
-719.3511,46.50712,-6.7230554,2.0493104,-5.9552836,-4.5575995,-9.712335,-14.66402,-8.840659,-6.0597134,-5.4943433,-9.315282,-5.959335,neutral
-687.34436,65.14187,3.0542889,17.502035,8.701955,-0.2692074,2.5011365,-5.7337937,-6.4029083,3.139679,1.99735,1.6530608,-0.49405465,neutral
-704.21606,50.68633,-11.04975,9.263934,0.47050425,-8.964567,-10.850554,-9.529205,-5.836635,1.5158615,-6.5852017,-1.3031585,-3.9353359,neutral
-648.194,64.6553,7.708081,12.35713,10.69377,-2.3673685,-8.878729,-11.402903,-1.416418,-5.5561256,-5.274902,-2.9594553,0.7040216,neutral
-683.53705,63.510323,11.81303,20.22077,6.9143496,2.296723,3.1121442,-9.120956,-0.986892,-2.9859967,0.16973399,-3.3464363,0.83521754,neutral
-763.7809,66.20733,16.178612,20.421858,13.010476,6.712302,0.08784379,-4.429326,-0.32242882,1.713863,-5.4619274,2.2052727,0.13145882,neutral
-541.2133,51.384304,-1.9913622,3.9068875,4.130061,-7.718715,-11.512617,-16.831385,-5.490234,0.85395455,-6.8502636,-4.9116507,-0.76192486,neutral
-699.5246,57.129974,22.601545,20.58691,10.934579,5.6991353,5.1323695,0.8127338,-1.7865864,1.4359765,2.8407197,-0.62498605,-0.5650417,neutral
-664.5415,56.908916,0.26627594,7.969139,6.392704,-4.19134,-6.12617,-12.711343,-9.554716,0.09056825,-7.365536,-2.7581677,-8.353391,neutral
-719.5033,59.17181,2.500341,8.868761,9.854473,3.8878243,-2.506741,-5.532013,-5.017734,1.4925103,2.9814186,-2.317413,5.3672814,neutral
-733.03107,39.995182,2.9514709,8.1608715,-5.8677826,-2.45582,-7.6159735,-9.189661,-3.1535363,-2.8303988,-3.542884,-5.641281,-2.8265438,neutral
-637.4901,74.69771,2.6197817,13.837626,12.75458,2.0163684,3.3495028,0.99501795,-1.74107,-0.8053783,0.549321,3.4982333,1.383063,neutral
-633.2376,51.870766,3.530056,8.55316,0.4559997,-10.85519,-14.566895,-6.721715,-6.1690764,0.05038968,-8.522209,-2.5277302,-3.2238362,neutral
-635.13477,70.68799,8.320676,17.101683,13.083545,5.28519,10.842829,-4.5352573,-6.7484827,4.712247,-1.4344003,-0.6627828,6.0088053,neutral
-760.00256,47.68589,12.610181,6.435161,-3.5098128,-3.279204,1.4554214,-12.939928,-7.124497,-1.9669102,-3.0457585,-3.019438,-6.570781,neutral
-719.37946,69.116356,12.223126,24.287367,10.615121,11.088133,2.748399,-2.8110933,-8.260198,4.246188,3.1495256,-3.034463,5.15219,neutral
-727.40466,39.942905,-1.6782708,7.223197,-4.6347146,-6.3276267,-6.6741753,-11.066922,-4.136505,-3.850264,-4.059075,-5.6526246,-4.3996983,neutral
-608.67285,69.2496,3.9284785,13.504942,8.574532,-2.6180897,2.375959,-6.7859535,-10.046229,-0.8034255,0.45965418,-3.1524978,-3.0551007,neutral
-687.8916,52.303,1.6305002,0.8384827,4.3230214,-1.8077891,-8.304305,-10.773336,-9.619626,-0.3113283,-1.8227674,-8.277744,-1.6907357,neutral
-629.0704,53.560932,-8.102327,5.5567245,12.019091,-8.496997,-1.6463394,-4.407569,-10.663366,-5.355664,0.37184957,-4.156769,-2.649082,neutral
-682.3356,44.06828,-7.0258465,3.9520955,-8.574372,-5.297753,-11.913534,-11.952754,-6.152075,-5.495942,-6.811165,-0.59157926,-6.914683,neutral
-685.10547,55.87942,2.7832623,13.252023,6.989669,2.9812741,-1.5860288,-6.961661,-10.348489,-3.270769,1.1761653,-1.4986562,0.55155015,neutral
-638.03485,46.49924,-9.892576,4.8966966,-6.4146495,-5.0707617,-6.280471,-10.606286,-6.0774646,-3.233131,-5.660992,-3.2739608,-8.5222,neutral
-615.3663,55.919556,3.1576004,11.845134,6.6712923,1.0603589,-15.418916,-7.8669305,-5.699743,-8.891807,-2.1577637,-2.9280412,-3.7435486,neutral
-726.7585,46.6224,-3.2128232,2.159241,-5.93375,-4.6862383,-8.642963,-14.10784,-9.158595,-5.685967,-5.028535,-8.541237,-6.1935964,neutral
-719.1148,69.37248,9.145821,17.470062,9.558501,1.2618631,3.4300103,-6.9391947,-2.3572764,3.4550145,1.821911,4.073016,0.6453004,neutral
-710.57117,53.05127,-14.801417,8.403964,-0.16601449,-10.802906,-11.535567,-10.901442,-6.12013,0.14787748,-8.3742285,-2.5629933,-5.5234537,neutral
-647.5503,72.78343,12.891841,16.450842,8.96496,-0.87523663,-6.944928,-7.296275,4.673297,-5.8999705,-1.5077088,1.156807,2.081265,neutral
-674.5231,64.75183,9.010928,20.544432,5.876039,3.880832,3.6793115,-7.319493,-1.1293484,-0.3363312,2.1020339,-2.0881355,1.9995233,neutral
-760.3386,71.225006,13.172239,21.122849,11.821007,4.0136743,1.3334681,-3.637818,0.11413111,1.8248466,-4.9535823,3.3389966,0.38134086,neutral
-598.68207,51.607494,10.78066,13.437082,5.4782753,0.050054826,-4.452173,-8.553011,-3.2690914,0.26123148,-4.6167455,-3.6933422,0.20232832,neutral
-700.3051,66.63224,28.183119,24.517418,14.919871,8.103115,5.8325195,1.9335868,-0.77920085,3.3662438,6.050952,0.7333227,-0.3639215,neutral
-676.2738,52.397697,5.182033,6.0620675,4.50157,-2.6766365,-2.3044915,-11.054176,-4.1322846,-0.53851193,-7.7021174,-2.7392616,-6.7094336,neutral
-705.9097,55.788624,-1.4032239,11.167459,6.957217,3.0263376,-2.9284174,-4.676277,-7.9808636,2.0840473,2.1951425,-3.872431,5.207421,neutral
-730.4317,44.290592,3.502099,6.7390265,-9.049101,-2.5017166,-7.4125752,-9.813494,-2.4559762,-4.64713,-3.2110202,-5.363006,-3.0072672,neutral
-634.53143,70.592094,3.094637,14.495052,11.178093,-0.59360194,4.267839,-1.5846442,-2.8879132,0.80985236,-0.51572484,2.197349,1.398921,neutral
-636.2109,44.55713,5.0518713,8.732716,-0.10077043,-9.577709,-11.637054,-7.4877915,-4.772523,-4.031634,-6.136099,-1.5183892,-5.491848,neutral
-626.3087,68.77038,6.1231213,16.59997,12.538299,6.208741,12.122707,-5.671224,-6.6812954,6.1465154,0.076912336,0.6434045,5.7245355,neutral
-761.6654,57.792286,5.345233,5.8897953,-2.632334,-2.4839988,-3.0029597,-13.6933365,-7.924349,-0.09443021,-2.1420581,-4.4876823,-3.1700556,neutral
-704.80066,62.916454,11.644162,21.798393,7.5285296,9.319738,-0.25668335,-6.306031,-8.013032,1.4976579,1.0483445,-3.9194772,4.884593,neutral
-709.3892,32.52046,-5.2249227,6.45404,-5.543656,-8.129784,-7.8165636,-12.571193,-3.7953355,-4.843219,-3.8683734,-5.6576858,-4.462496,neutral
-611.5813,67.66456,3.43591,12.832648,10.667484,-0.681988,0.5264921,-7.356468,-8.93383,0.52870893,-0.40370753,-2.5529938,-0.76248366,neutral
-681.3661,47.363342,2.211664,4.8954277,5.125852,-0.52755237,-4.607456,-12.385925,-10.945095,0.068755105,-1.3873413,-7.556114,-1.1137387,neutral
-624.06793,60.9852,-3.7822173,6.220071,13.613946,-7.622649,-2.3313706,-5.360916,-10.936716,-4.4324646,-0.107853904,-4.510958,-2.4750173,neutral
-678.4142,39.417255,-4.9932504,3.8817718,-8.206423,-5.6634,-15.264033,-12.449848,-7.9846096,-6.2240953,-8.62539,-1.706178,-4.5373964,neutral
-727.1044,62.355034,3.121181,15.064671,8.132434,1.927084,-3.2746563,-3.7617917,-9.7502985,-4.853837,0.99631554,-3.11607,0.5463205,neutral
-663.2903,52.128677,-3.5836403,11.846414,-4.697628,-1.7755145,-3.4381075,-7.5618987,-3.0022,-2.1637712,-3.221826,-4.2773857,-4.5514054,neutral
-635.1229,63.97642,6.7003474,11.79303,7.1260524,0.1235039,-11.55465,-3.8118794,-1.6332909,-6.4070325,3.9669476,-5.0955424,-2.7082248,neutral
-660.3489,51.6299,-10.654974,3.7262275,-10.333008,-7.4556923,-9.549084,-14.666878,-10.906919,-4.82825,-4.085314,-9.065867,-4.635815,neutral
-732.39154,74.417595,9.957227,20.323359,5.8946714,1.833076,-0.58052397,-0.18544431,1.4413655,3.139661,3.4028313,3.802841,-1.4289091,neutral
-727.5514,46.937637,-3.4761481,9.773693,4.917169,-9.099194,-16.531698,-8.444363,-2.7294116,-0.73227453,-6.269356,-5.909163,-6.685888,neutral
-692.48737,77.656525,7.499141,12.848807,14.525522,-2.3226483,-4.504285,-6.7670045,3.3824642,-2.116253,-2.821018,2.5469751,2.9055285,neutral
-706.92096,71.82814,13.182999,21.664398,9.262007,3.4476933,5.841771,-7.0406017,-0.3327465,-1.6865027,1.5555146,-5.310212,0.22430508,neutral
-760.9573,70.84682,14.50941,19.895674,16.550035,6.3764596,-3.302317,-2.084095,3.549229,2.064969,-3.8670192,4.173435,-0.5810503,neutral
-531.4193,56.910778,-8.852539,16.15716,-2.4261441,-10.458886,-7.049407,-18.909319,-8.690505,-5.5530424,5.6829715,-6.2082157,-2.1878786,neutral
-736.93475,63.037773,24.43781,23.061945,16.490107,12.701995,9.566386,4.9885306,0.576509,5.787804,6.686672,2.4989135,-1.5190134,neutral
-659.93176,57.204903,-0.10956286,7.565763,2.530052,-3.9681425,-0.5144831,-7.7355475,-7.0971045,-3.9935036,-6.7419033,-1.3991691,-8.144148,neutral
-728.08527,81.58203,7.9868565,16.974941,13.6247635,5.2290225,-0.7162285,-4.2344694,-3.907254,1.5260094,-0.5085016,-2.5430386,8.590849,neutral
-715.00867,38.31449,0.62995994,6.307161,-6.8599014,-9.323597,-8.668892,-8.723151,-4.921005,-6.3450828,-4.115093,-7.0375266,-5.4930487,neutral
-655.74066,80.17407,5.707239,14.855619,10.630725,0.72457373,1.8686098,2.8272524,0.3182634,-0.45874158,1.7193855,4.330457,-1.4730979,neutral
-708.1312,56.11497,3.5201077,7.942083,-0.5613514,-6.5378776,-11.419772,-4.6027236,-2.732003,-2.9082022,-8.7304125,-3.495977,-2.9913976,neutral
-647.11743,63.513783,6.040068,15.049637,12.956362,8.22026,6.244674,-2.6909752,-2.204403,4.0563188,0.67914456,-0.006234832,5.6387033,neutral
-689.32025,45.559467,3.4257956,8.939783,-0.322647,-5.316424,-0.7081164,-12.766838,-6.0544133,-3.9020357,-3.5295308,-5.297581,-4.1893826,neutral
-758.505,67.32436,26.20381,24.980007,12.764482,16.556383,0.66160476,1.2376854,-0.29616484,2.5899377,3.8221896,-0.275101,0.44361547,neutral
-790.88794,35.024334,-6.144309,11.189782,-3.7430444,-7.731189,-8.974464,-11.212101,-4.7247114,-5.1557918,-3.0792603,-7.415829,-3.057798,neutral
-635.5427,78.01568,10.508265,16.849632,12.388648,-1.1890786,2.3835757,-5.83921,-5.2632785,0.7450461,2.821864,-1.38472,0.84464806,neutral
-703.8214,42.694042,5.509784,7.204247,4.0646715,-0.6611047,-6.859797,-6.3105006,-7.245787,-1.7070695,-2.8430567,-7.3908467,-0.3512664,neutral
-685.507,60.619335,5.417887,10.200162,11.650068,-1.3135138,0.7451722,-1.5428979,-4.994078,-2.69251,0.601749,-3.1867583,-3.7814994,neutral
-740.86554,40.050896,-3.229835,3.451206,-3.6551597,-5.564048,-11.35134,-13.256774,-9.016317,-6.9514685,-7.9516435,-4.028056,-8.392142,neutral
-707.3582,66.736465,2.2534888,11.169916,9.742078,1.0580918,-4.426185,-4.6836147,-8.313273,-4.813667,1.7525572,-2.3765423,-0.20691964,neutral
-658.6478,47.966007,-8.495083,8.638967,-5.663685,-2.8697906,-4.6740603,-9.246251,-3.0736203,-3.4952078,-3.970272,-7.1958947,-5.508158,neutral
-630.1148,62.421486,0.31677753,10.669067,5.1083555,-2.5885098,-12.761922,-5.075874,-1.9668045,-6.2913136,3.3330665,-5.8721204,-4.084897,neutral
-659.7015,54.78945,-17.97466,4.5149517,-7.6019006,-6.853135,-10.136917,-13.472784,-8.6167345,-3.6340377,-3.3530722,-9.022443,-4.807084,neutral
-773.9628,69.54775,14.7664,25.346931,6.108048,4.687026,2.7747502,0.2058207,4.714933,3.734016,3.453125,6.1687093,-2.1829312,neutral
-722.12714,54.29466,-5.969025,9.02107,6.297482,-8.623025,-17.869726,-12.482069,-1.6699967,1.1028697,-6.4406056,-6.8317018,-5.684166,neutral
-702.64557,81.39135,2.5189903,11.2551565,12.166301,-2.3540666,-4.8724027,-7.655569,3.1762347,-2.2764611,-2.903984,0.92352843,3.479626,neutral
-720.9213,67.62825,14.390372,22.395424,7.597235,6.725303,3.429019,-5.2171593,-0.7878193,-0.6223548,0.48414883,-6.620171,0.84397304,neutral
-712.0099,64.448746,1.3877729,29.2869,15.122465,0.7200192,-7.4595633,-4.7686954,5.1380525,4.04351,-7.1305933,5.2754307,-0.085750155,neutral
-571.64465,56.44579,-3.2744422,10.994718,3.7471025,-3.8728797,-5.0562644,-10.736638,-0.27609614,-1.4811949,-4.3393474,-3.4968355,0.39435214,neutral
-719.9197,73.983086,24.775673,25.988358,18.660965,13.578579,7.0668945,3.0317352,-0.3082236,3.8610492,5.261758,1.5440161,-1.3613732,neutral
-665.38074,67.22134,-0.6652304,10.251053,3.8163228,-0.8403906,-1.081535,-10.091792,-5.899157,-5.5198803,-4.5401826,-0.74547154,-10.560314,neutral
-734.1456,75.03531,4.212807,13.393241,11.082356,4.4518337,-0.5450854,-2.0135791,-3.5024092,-0.045682196,-0.8879442,-3.3038785,8.243014,neutral
-782.67487,39.49441,4.7669134,11.048591,-4.429136,-3.6159098,-6.1949778,-6.717832,-5.1307526,-6.0992618,-3.0449507,-6.9100213,-4.444058,neutral
-653.8808,71.33314,3.3403301,17.31491,9.239966,1.6423588,2.4020064,-2.2898717,0.93503094,-1.482102,-0.037170213,5.618354,-2.4243453,neutral
-647.6313,54.74884,6.411835,10.872153,1.8888042,-11.21958,-9.373803,-3.8131502,-4.7528105,-4.314457,-8.844447,-2.6878438,-3.1262817,neutral
-648.04004,65.04307,14.119349,19.110561,15.406818,8.217192,7.7473097,-0.9556667,-3.0809283,5.4349413,0.0982311,0.043317907,6.1806045,neutral
-700.2076,51.974495,0.104054615,11.584207,0.99331695,-4.9434648,1.3113198,-13.547411,-4.40037,-3.1837378,-1.7566509,-5.8373704,-5.714686,neutral
-744.20105,72.78098,24.093512,26.378986,15.05493,13.426864,0.58829534,0.6203308,-4.100813,4.17407,3.671918,0.8955106,0.9206296,neutral
-797.79865,32.446922,-6.7139907,6.684239,-4.769311,-5.83923,-9.006455,-10.979172,-6.6288233,-4.447314,-5.2814198,-9.05754,-4.2363706,neutral
-609.8963,77.64435,4.5322194,14.751968,12.104192,-5.938866,1.3100804,-6.503903,-7.2347856,0.3692596,0.5305226,-2.9250119,0.9224161,neutral
-679.67957,48.11774,-1.3433057,7.509073,5.020685,-1.8707812,-5.726465,-7.6431584,-8.765848,-1.1732961,-1.0272199,-6.8811707,0.301201,neutral
-701.3326,57.646175,3.8361914,10.2832365,10.145627,-0.19814068,-2.0218136,-4.2318363,-5.301312,-4.803011,1.5717973,-3.9689524,-2.8058405,neutral
-745.6304,44.12577,-1.0390854,3.2469256,-6.558686,-5.700328,-8.623988,-11.146694,-9.31867,-4.8385267,-7.708782,-3.628819,-7.7005653,neutral
-697.16614,65.1082,0.930368,13.633627,5.959596,2.8950698,-1.3418185,-4.775753,-8.671515,-4.5529985,1.9706045,-1.6276459,1.4267263,neutral
-656.9886,45.86949,-5.4771895,4.3142276,-4.4623194,-3.557982,-6.703659,-8.853257,-6.026569,-2.5972843,-6.314637,-4.853385,-7.071022,neutral
-634.46436,71.501274,-1.0364517,9.68161,11.8833475,-1.9640005,-20.343641,1.6000549,-3.3252761,-8.641359,6.285799,-7.7494793,-2.6065226,neutral
-649.0007,51.3759,-6.0624485,6.623451,-8.53977,-4.004295,-8.75922,-13.475445,-8.887057,-4.508001,-3.0425632,-7.012759,-2.221001,neutral
-747.1589,71.51419,13.281766,20.926575,4.2257733,5.0209208,0.27736267,-2.9737003,-0.48456338,6.272964,3.859562,3.5259335,-0.46601123,neutral
-699.43115,64.44927,-4.0125074,5.07022,4.282751,-6.839472,-19.00791,-12.2518425,-3.1222432,4.519031,-6.253595,-5.268787,-5.20411,neutral
-684.672,83.23517,14.276167,18.36835,17.42526,8.392051,-0.6316308,-4.602574,3.8891277,1.9737546,0.6816954,2.8391807,6.6644583,neutral
-708.5634,66.587616,21.861507,21.603153,9.848386,7.626519,5.3627205,-7.0741673,0.47613484,0.0046833293,0.5479106,-4.3964753,2.170655,neutral
-675.9515,65.246086,8.900713,21.83042,8.193551,-2.1621358,-3.3512769,-2.533796,-0.09903992,2.4159482,-5.1049128,6.0223637,-1.7098132,neutral
-535.1071,44.80096,-3.923565,12.0231495,-2.0299807,-9.381452,-3.6486373,-20.147907,-6.2153134,-3.0127401,-4.4758754,-6.548595,-1.0730405,neutral
-711.49194,63.99623,24.905293,22.064156,10.548841,10.253174,3.9426012,-1.30106,-0.02196153,3.0548458,5.798048,1.1122926,-1.0079771,neutral
-671.1921,50.523384,-1.9440016,5.9482145,3.635086,-5.0974154,-5.8727255,-11.157332,-9.334853,-4.9375777,-8.197027,-3.9106116,-10.504101,neutral
-723.6237,67.2669,13.466118,13.025597,12.038565,5.5050845,1.8008773,-4.2568183,-4.0772347,2.8865576,0.6930323,-3.1057744,6.627595,neutral
-716.9611,25.100967,5.4440193,7.0739174,-7.1707687,-3.8923333,-8.740297,-8.708581,-4.9814596,-6.8631034,-5.5601816,-7.7635007,-4.989775,neutral
-613.60144,76.34136,-1.825008,18.783924,8.865777,2.354105,1.6306598,-3.3782215,-2.4021702,-2.5921319,-0.86373705,8.80908,-2.8722699,neutral
-668.63855,44.037388,9.045463,9.658762,1.0042174,-10.988052,-12.244318,-6.4544373,-6.6376076,-3.07392,-9.954463,-2.4193661,-2.22132,neutral
-640.57367,67.59953,16.379452,20.830206,12.9886465,9.699613,9.876499,-2.1707087,-1.7743533,5.5753813,-2.8774195,1.7500913,3.5975115,neutral
-688.9655,49.9204,8.799583,5.350063,2.2361321,-1.4212376,-1.5981588,-12.267881,-5.1309137,-5.539937,-4.323621,-4.888618,-6.250862,neutral
-738.5635,62.29621,23.084864,28.577156,12.606311,12.887264,4.4254174,-0.4898281,-7.1971707,5.271091,1.6572171,-1.5406867,3.3644726,neutral
-814.40356,35.418686,3.5164971,7.559879,-0.33657306,-1.5695114,-7.271125,-10.071697,-7.477751,-4.165861,-5.3041677,-5.3642874,-3.813753,neutral
-643.26013,77.62539,17.36073,20.897846,15.753915,3.086104,6.1825495,-4.6754847,-2.7503664,2.0318856,2.8997512,0.9410003,3.3794205,neutral
-690.7694,47.764896,1.7343909,2.729108,3.1831868,-2.0525472,-8.888068,-9.426842,-6.5409284,-0.47393566,-2.6947324,-8.704691,-0.5224734,neutral
-658.5932,55.000202,-0.9967225,7.8117275,7.228482,-3.1956055,-2.2122512,-4.1474547,-7.0441313,-3.7637994,1.0247537,-4.7803006,-3.9157481,neutral
-730.6705,38.349815,2.6743183,9.384072,-5.9796195,-3.0296075,-11.018357,-9.151865,-7.4643936,-5.854757,-5.191709,-2.519156,-7.551676,neutral
