rmse_mean,emotion
0.009557867,neutral
0.001278899,neutral
0.0030908391,neutral
0.0019708874,neutral
0.000937361,neutral
0.0040303804,neutral
0.0029738934,neutral
0.004318531,neutral
0.0026273115,neutral
0.0019094929,neutral
0.00058041373,neutral
0.0048080864,neutral
0.0017129987,neutral
0.0029118378,neutral
0.0020875018,neutral
0.0021334921,neutral
0.0032916954,neutral
0.008873845,neutral
0.0028513584,neutral
0.00069261977,neutral
0.0010975719,neutral
0.0019613374,neutral
0.0016891208,neutral
0.0012810241,neutral
0.00620149,neutral
0.0014747211,neutral
0.0029730848,neutral
0.002061443,neutral
0.0014918516,neutral
0.0032811011,neutral
0.0031254604,neutral
0.0032033506,neutral
0.002922579,neutral
0.0023724781,neutral
0.00044915397,neutral
0.00419633,neutral
0.0017327724,neutral
0.0037966135,neutral
0.0023971773,neutral
0.0042630234,happy
0.0067745415,happy
0.007853621,happy
0.0045052795,happy
0.0023826049,happy
0.0037116988,happy
0.0020154165,happy
0.0036385092,happy
0.0017445909,happy
0.015759176,happy
0.003426972,happy
0.006228585,happy
0.0035229856,happy
0.010225357,happy
0.0052272226,happy
0.0069120885,happy
0.0055947425,happy
0.005764443,happy
0.0030790768,happy
0.008219231,happy
0.0072199265,happy
0.0037856398,happy
0.005623527,happy
0.0033517021,happy
0.004905267,happy
0.006062844,happy
0.010748979,happy
0.006685673,happy
0.0030792933,happy
0.005464554,happy
0.0034976467,happy
0.003755887,happy
0.00282741,happy
0.017508795,happy
0.0035756142,happy
0.0064942674,happy
0.0033827638,happy
0.00989788,happy
0.006249841,happy
0.008000702,happy
0.00745101,happy
0.0048831417,happy
0.0042150496,happy
0.004801916,happy
0.008034192,happy
0.0037283464,happy
0.0087375175,happy
0.003472526,happy
0.0037491552,happy
0.006718313,happy
0.009978813,happy
0.0053678276,happy
0.0023416355,happy
0.0037101456,happy
0.0041147526,happy
0.0038104379,happy
0.002011904,happy
0.015905913,happy
0.0036604726,happy
0.0058180625,happy
0.0033018421,happy
0.006121607,happy
0.005065376,happy
0.006967019,happy
0.009355477,happy
0.0038280888,happy
0.00233024,happy
0.0045800083,happy
0.010121296,happy
0.0040785507,happy
0.0067903935,happy
0.0033635611,happy
0.0037530952,happy
0.006538937,happy
0.0067457175,happy
0.0070135402,happy
0.004697595,happy
0.0044779554,happy
0.0041147526,happy
0.0046971478,happy
0.0033358042,happy
0.017570125,happy
0.0042106947,happy
0.0073124208,happy
0.0044675707,happy
0.006911181,happy
0.0062296577,happy
0.0073721395,happy
0.008248199,happy
0.0044605667,happy
0.00368026,happy
0.0034867015,happy
0.008599942,happy
0.0041377326,happy
0.006544837,happy
0.0054703355,happy
0.0064394563,happy
0.016424965,happy
0.022903197,happy
0.013652871,happy
0.0037572796,happy
0.02803253,happy
0.016094614,happy
0.010961485,happy
0.019469995,happy
0.06064877,happy
0.015930481,happy
0.021811612,happy
0.005351913,happy
0.024009252,happy
0.013913966,happy
0.011681326,happy
0.018664105,happy
0.0351819,happy
0.005880666,happy
0.013482423,happy
0.018912166,happy
0.014777678,happy
0.017458824,happy
0.01036061,happy
0.0082052145,happy
0.016838655,happy
0.03475514,happy
0.018199546,happy
0.009314404,happy
0.025015624,happy
0.018284552,happy
0.0103235375,happy
0.015514525,happy
0.055579156,happy
0.016904347,happy
0.021212375,happy
0.011857369,happy
0.01980763,happy
0.010231986,happy
0.019961039,happy
0.02870058,happy
0.026336962,happy
0.009425949,happy
0.013265193,happy
0.01733699,happy
0.01372385,happy
0.018616304,happy
0.01051424,happy
0.010928558,happy
0.011553159,happy
0.04288741,happy
0.015679158,happy
0.008661733,happy
0.025422595,happy
0.014423887,happy
0.011449304,happy
0.022069113,happy
0.07128111,happy
0.017211094,happy
0.0118238395,happy
0.012283587,happy
0.027911669,happy
0.012810824,happy
0.013911066,happy
0.018048255,happy
0.025532834,happy
0.013457891,happy
0.021214902,happy
0.017109351,happy
0.014525064,happy
0.016903643,happy
0.011219266,happy
0.010219879,happy
0.012906192,happy
0.02415791,happy
0.024512349,happy
0.008170896,happy
0.029425936,happy
0.022470659,happy
0.00913682,happy
0.015001673,happy
0.06157705,happy
0.01398028,happy
0.026130062,happy
0.012339505,happy
0.025010938,happy
0.009658188,happy
0.011392122,happy
0.017941847,happy
0.036955826,happy
0.0065555484,happy
0.032675315,happy
0.022049628,happy
0.012423114,happy
0.014652548,happy
0.018169643,happy
0.0021510085,sad
0.0028402414,sad
0.002387277,sad
0.0024631876,sad
0.0007373025,sad
0.0010095227,sad
0.0015512644,sad
0.0015527521,sad
0.00035833093,sad
0.005075273,sad
0.0018517867,sad
0.005028971,sad
0.0020401257,sad
0.0016300023,sad
0.0049914536,sad
0.0032113688,sad
0.0053080544,sad
0.004915,sad
0.0016147221,sad
0.00080495625,sad
0.0029831254,sad
0.0028866571,sad
0.0027353207,sad
0.0018092601,sad
0.0020018967,sad
0.0031476682,sad
0.0024445103,sad
0.0073615387,sad
0.00075102533,sad
0.0010891483,sad
0.0016783058,sad
0.001419051,sad
0.00035065564,sad
0.0042695436,sad
0.0016746524,sad
0.004921104,sad
0.0017720087,sad
0.0022720802,sad
0.0035691066,sad
0.0028607207,sad
0.0062859063,sad
0.004323159,sad
0.0011430557,sad
0.00039766714,sad
0.002678048,sad
0.00343891,sad
0.0030319348,sad
0.0014697541,sad
0.0017523397,sad
0.0032734268,sad
0.004220175,sad
0.007862149,sad
0.0007936526,sad
0.0019468176,sad
0.001726408,sad
0.001462489,sad
0.0005866193,sad
0.005552939,sad
0.0020750386,sad
0.003249068,sad
0.0018700826,sad
0.0017482021,sad
0.004585322,sad
0.0033935604,sad
0.004351769,sad
0.0029878134,sad
0.001763505,sad
0.00058911054,sad
0.0035836643,sad
0.0034966548,sad
0.0040314794,sad
0.0026478313,sad
0.002293628,sad
0.0029611972,sad
0.0039506718,sad
0.007084859,sad
0.0009012649,sad
0.0015625297,sad
0.00399804,sad
0.001459047,sad
0.0004171303,sad
0.0045186677,sad
0.0024221349,sad
0.004368235,sad
0.0019755156,sad
0.0024052325,sad
0.004067492,sad
0.0030667149,sad
0.006228808,sad
0.003873778,sad
0.0017738584,sad
0.0005805976,sad
0.0035998507,sad
0.004139195,sad
0.0042653577,sad
0.0020237325,sad
0.0029256681,sad
0.002690865,sad
0.012030157,sad
0.012923685,sad
0.0012048299,sad
0.010839074,sad
0.0035912108,sad
0.0032822746,sad
0.001041164,sad
0.012843605,sad
0.0059047574,sad
0.01369508,sad
0.0033694808,sad
0.0032710314,sad
0.008148806,sad
0.0042332388,sad
0.011323179,sad
0.016776254,sad
0.010439425,sad
0.0025567673,sad
0.013609224,sad
0.0036758324,sad
0.005490699,sad
0.007918265,sad
0.0048092324,sad
0.0024439231,sad
0.017473217,sad
0.015828764,sad
0.0009451443,sad
0.0012096931,sad
0.0042590275,sad
0.0033025914,sad
0.0009935242,sad
0.0071798386,sad
0.009228217,sad
0.019113343,sad
0.0024205376,sad
0.002072864,sad
0.00828419,sad
0.0035567705,sad
0.008918726,sad
0.016707573,sad
0.0034073745,sad
0.01432619,sad
0.012681995,sad
0.004620711,sad
0.004060011,sad
0.0055176057,sad
0.005031498,sad
0.003648193,sad
0.01992743,sad
0.03035598,sad
0.0013731575,sad
0.008473715,sad
0.0066169403,sad
0.0032087737,sad
0.0013948332,sad
0.0051336857,sad
0.008995268,sad
0.014753632,sad
0.002617269,sad
0.004328524,sad
0.005919498,sad
0.0053960704,sad
0.009870152,sad
0.015159978,sad
0.0037940522,sad
0.002001161,sad
0.009528806,sad
0.004431447,sad
0.0038899202,sad
0.0064378846,sad
0.0061242515,sad
0.0031219271,sad
0.017493412,sad
0.02052913,sad
0.001236098,sad
0.0049879192,sad
0.005320488,sad
0.0049847118,sad
0.0013933651,sad
0.007043635,sad
0.008631774,sad
0.023253653,sad
0.001973877,sad
0.006299645,sad
0.0067673856,sad
0.0060257968,sad
0.008868397,sad
0.014179069,sad
0.005972898,sad
0.013046075,sad
0.009493193,sad
0.0049166386,sad
0.0044659893,sad
0.0027148095,sad
0.008675286,angry
0.0068917987,angry
0.002378383,angry
0.007930033,angry
0.010968318,angry
0.0037331427,angry
0.013185108,angry
0.009150641,angry
0.0013485325,angry
0.009202345,angry
0.008791642,angry
0.005918731,angry
0.005347332,angry
0.005390613,angry
0.009181174,angry
0.012463176,angry
0.0026597572,angry
0.008795475,angry
0.009856826,angry
0.0017773005,angry
0.027826156,angry
0.005127794,angry
0.013065429,angry
0.014388265,angry
0.009701404,angry
0.0073929364,angry
0.0090353545,angry
0.010239254,angry
0.009618741,angry
0.004153599,angry
0.029369446,angry
0.009237258,angry
0.0020409932,angry
0.017996589,angry
0.005641748,angry
0.006740408,angry
0.0072428402,angry
0.0068136873,angry
0.014017654,angry
0.0151442075,angry
0.004523965,angry
0.00693653,angry
0.007778774,angry
0.006962434,angry
0.02617392,angry
0.0054437574,angry
0.01376588,angry
0.016188944,angry
0.0069032386,angry
0.008209092,angry
0.0070133614,angry
0.011358923,angry
0.003440386,angry
0.006121051,angry
0.004433747,angry
0.0071937097,angry
0.005895908,angry
0.014661116,angry
0.011732016,angry
0.0045093,angry
0.007030901,angry
0.008536229,angry
0.010677203,angry
0.012014687,angry
0.008493206,angry
0.011847681,angry
0.004790492,angry
0.004010726,angry
0.034668624,angry
0.007044286,angry
0.013191759,angry
0.012227468,angry
0.010876041,angry
0.007999855,angry
0.011177284,angry
0.007874862,angry
0.0057357964,angry
0.007601989,angry
0.010764812,angry
0.008828971,angry
0.0039464952,angry
0.015370474,angry
0.0108669605,angry
0.004917912,angry
0.008924481,angry
0.008825873,angry
0.017188093,angry
0.0182129,angry
0.0048262347,angry
0.009199809,angry
0.009589387,angry
0.009004632,angry
0.032308336,angry
0.008427718,angry
0.012876862,angry
0.01728793,angry
0.053690005,angry
0.024077872,angry
0.05542745,angry
0.03709915,angry
0.03918575,angry
0.068745725,angry
0.023507904,angry
0.022138312,angry
0.058651034,angry
0.050758965,angry
0.02302038,angry
0.02319533,angry
0.051634748,angry
0.04805937,angry
0.020432277,angry
0.025181917,angry
0.024979569,angry
0.053792674,angry
0.03782492,angry
0.019576084,angry
0.06125763,angry
0.018958624,angry
0.036771137,angry
0.031035282,angry
0.03284571,angry
0.019258311,angry
0.05155163,angry
0.028174354,angry
0.03623844,angry
0.06307574,angry
0.045413945,angry
0.04924931,angry
0.046066865,angry
0.05862662,angry
0.051374603,angry
0.050188623,angry
0.02781875,angry
0.034271814,angry
0.024781382,angry
0.037071157,angry
0.045510855,angry
0.06791168,angry
0.06790923,angry
0.057079997,angry
0.05670242,angry
0.01818167,angry
0.036855843,angry
0.023599047,angry
0.032815818,angry
0.04577863,angry
0.04791457,angry
0.039416216,angry
0.05518782,angry
0.055855315,angry
0.06789636,angry
0.021776376,angry
0.06258021,angry
0.05608192,angry
0.048338946,angry
0.021871127,angry
0.04160099,angry
0.047974814,angry
0.016266085,angry
0.03956597,angry
0.030071927,angry
0.059482396,angry
0.083310395,angry
0.06206685,angry
0.046004854,angry
0.03230261,angry
0.044030823,angry
0.01753467,angry
0.09226974,angry
0.040468182,angry
0.06581823,angry
0.026748542,angry
0.061394747,angry
0.053198796,angry
0.057899974,angry
0.02352826,angry
0.058044855,angry
0.058275715,angry
0.0607679,angry
0.03919221,angry
0.08835536,angry
0.033723865,angry
0.029367996,angry
0.029514808,angry
0.030738344,angry
0.06420972,angry
0.038145605,angry
0.016007522,angry
0.0538869,angry
0.031074313,angry
0.03758205,angry
0.019489259,angry
0.005951181,fear
0.0074227387,fear
0.004011733,fear
0.008426549,fear
0.003186338,fear
0.0023429012,fear
0.003643519,fear
0.00870999,fear
0.00051175646,fear
0.010451929,fear
0.0032621755,fear
0.010054754,fear
0.0030123855,fear
0.0014776094,fear
0.006013766,fear
0.008201843,fear
0.00972866,fear
0.008435154,fear
0.004644907,fear
0.0014543622,fear
0.0072532645,fear
0.0064664534,fear
0.0054473537,fear
0.012777439,fear
0.0056838747,fear
0.007849442,fear
0.0073166434,fear
0.010197208,fear
0.0027813124,fear
0.0023659717,fear
0.004391059,fear
0.009907214,fear
0.0007064584,fear
0.005212219,fear
0.0047414587,fear
0.008961851,fear
0.002123093,fear
0.0018434293,fear
0.006710751,fear
0.0059654466,fear
0.013118664,fear
0.00721236,fear
0.0036464941,fear
0.0018084607,fear
0.007258196,fear
0.0073982785,fear
0.003179462,fear
0.0109945005,fear
0.0049450775,fear
0.008539021,fear
0.008672692,fear
0.01048315,fear
0.002151573,fear
0.0033430224,fear
0.004102514,fear
0.0106528,fear
0.0007820365,fear
0.00789066,fear
0.0062002162,fear
0.005996043,fear
0.004258996,fear
0.0022190302,fear
0.0067291204,fear
0.0066673947,fear
0.01456208,fear
0.005957264,fear
0.004086882,fear
0.0012753031,fear
0.0068228743,fear
0.0071256515,fear
0.0041932147,fear
0.012336335,fear
0.0045714164,fear
0.008838922,fear
0.0072910087,fear
0.00998686,fear
0.0047514727,fear
0.0031475194,fear
0.0037610114,fear
0.008276809,fear
0.00069677626,fear
0.0074284044,fear
0.006127101,fear
0.00727557,fear
0.0045150034,fear
0.0030788498,fear
0.0063879048,fear
0.0089384895,fear
0.0349966,fear
0.007294135,fear
0.0038092872,fear
0.0010447288,fear
0.0075675924,fear
0.0069442037,fear
0.0038631447,fear
0.010772542,fear
0.016429449,fear
0.013380362,fear
0.026489992,fear
0.02435001,fear
0.020160884,fear
0.058947004,fear
0.018460443,fear
0.022954624,fear
0.0036200592,fear
0.02447148,fear
0.020142294,fear
0.03321196,fear
0.0032929827,fear
0.03309112,fear
0.01579168,fear
0.030964732,fear
0.04539681,fear
0.017493075,fear
0.014030796,fear
0.047806554,fear
0.015811684,fear
0.014794476,fear
0.011208705,fear
0.033726636,fear
0.022494612,fear
0.017094886,fear
0.045225576,fear
0.02562139,fear
0.019965032,fear
0.054119892,fear
0.0130164595,fear
0.026141727,fear
0.0015145921,fear
0.021618154,fear
0.024232663,fear
0.04302753,fear
0.016690927,fear
0.03232145,fear
0.022228455,fear
0.041013323,fear
0.032255616,fear
0.023471298,fear
0.03301218,fear
0.05002898,fear
0.01603529,fear
0.013947795,fear
0.010873168,fear
0.018210541,fear
0.036745586,fear
0.018692328,fear
0.028569935,fear
0.032972947,fear
0.019139681,fear
0.03930701,fear
0.028179046,fear
0.024194488,fear
0.0077687604,fear
0.026608815,fear
0.026997114,fear
0.032549623,fear
0.013963723,fear
0.016349815,fear
0.011958883,fear
0.036473412,fear
0.03260858,fear
0.012347372,fear
0.021435276,fear
0.06757649,fear
0.017598903,fear
0.016359542,fear
0.016404245,fear
0.03196277,fear
0.024839113,fear
0.015769085,fear
0.037063975,fear
0.032756314,fear
0.01904969,fear
0.07585686,fear
0.029021781,fear
0.03161295,fear
0.010113677,fear
0.013389513,fear
0.029810492,fear
0.03665706,fear
0.0038411992,fear
0.019676313,fear
0.018009942,fear
0.040225837,fear
0.032434072,fear
0.019030694,fear
0.027736938,fear
0.058364734,fear
0.016019953,fear
0.018671745,fear
0.0123680355,fear
0.04323179,fear
0.0026046934,disgust
0.0032587291,disgust
0.0051481836,disgust
0.0051924074,disgust
0.00097056554,disgust
0.0011445329,disgust
0.00208931,disgust
0.0024568844,disgust
0.00085382344,disgust
0.0060595,disgust
0.0040735058,disgust
0.003995591,disgust
0.0017109038,disgust
0.00447414,disgust
0.005225011,disgust
0.0043219854,disgust
0.004995428,disgust
0.0047797216,disgust
0.0033085993,disgust
0.0035046495,disgust
0.008498813,disgust
0.004771723,disgust
0.0037430255,disgust
0.0052115982,disgust
0.003003395,disgust
0.003034911,disgust
0.0035810838,disgust
0.0059539475,disgust
0.001598366,disgust
0.0008362088,disgust
0.002497014,disgust
0.0020816545,disgust
0.0008531113,disgust
0.0066093532,disgust
0.005348545,disgust
0.0046564736,disgust
0.0017047913,disgust
0.003373482,disgust
0.0039664414,disgust
0.0050841607,disgust
0.006286884,disgust
0.00767405,disgust
0.0030899048,disgust
0.0016009926,disgust
0.0087497085,disgust
0.0042189616,disgust
0.0032366596,disgust
0.005980937,disgust
0.0027997582,disgust
0.0048850453,disgust
0.00371409,disgust
0.008277142,disgust
0.001498592,disgust
0.0012402092,disgust
0.0016794725,disgust
0.003123185,disgust
0.00092402083,disgust
0.0059018903,disgust
0.0044465424,disgust
0.0038390625,disgust
0.001961825,disgust
0.003346897,disgust
0.0052583595,disgust
0.005050203,disgust
0.006234865,disgust
0.007310356,disgust
0.003400441,disgust
0.0020775727,disgust
0.009011825,disgust
0.005094642,disgust
0.0028916537,disgust
0.006032977,disgust
0.0028733371,disgust
0.0046624765,disgust
0.006456211,disgust
0.009027144,disgust
0.0024762487,disgust
0.001215248,disgust
0.002829922,disgust
0.0030488013,disgust
0.0013772309,disgust
0.009199938,disgust
0.005684519,disgust
0.003852627,disgust
0.0021438526,disgust
0.007075453,disgust
0.00787853,disgust
0.0070470944,disgust
0.0042932783,disgust
0.008191448,disgust
0.004613613,disgust
0.0020887917,disgust
0.00853323,disgust
0.005572666,disgust
0.003619012,disgust
0.0069145425,disgust
0.011289144,disgust
0.005732423,disgust
0.0044429144,disgust
0.015829185,disgust
0.0019033187,disgust
0.006524788,disgust
0.008701094,disgust
0.0043775523,disgust
0.0015128843,disgust
0.02006647,disgust
0.006583602,disgust
0.0068916385,disgust
0.0035372684,disgust
0.008881669,disgust
0.008324536,disgust
0.0047372733,disgust
0.009551555,disgust
0.015926521,disgust
0.0068949917,disgust
0.0034676453,disgust
0.0059147803,disgust
0.006424394,disgust
0.0075864987,disgust
0.0028633217,disgust
0.012455636,disgust
0.0059929495,disgust
0.004597116,disgust
0.011922252,disgust
0.0043048095,disgust
0.0033362135,disgust
0.0052376916,disgust
0.00303365,disgust
0.0017524034,disgust
0.02465198,disgust
0.0063173827,disgust
0.011687704,disgust
0.0046113497,disgust
0.004097069,disgust
0.0064073396,disgust
0.00593653,disgust
0.008249744,disgust
0.015985021,disgust
0.010938038,disgust
0.0054962533,disgust
0.0063413847,disgust
0.0069711115,disgust
0.0067331363,disgust
0.0116393855,disgust
0.011278437,disgust
0.007925574,disgust
0.008427347,disgust
0.009702182,disgust
0.0050602816,disgust
0.0050414363,disgust
0.005420747,disgust
0.0036418168,disgust
0.0026747205,disgust
0.02008399,disgust
0.0065876283,disgust
0.012190242,disgust
0.0021009957,disgust
0.0039037594,disgust
0.010083498,disgust
0.00856631,disgust
0.0077235573,disgust
0.014981789,disgust
0.022841867,disgust
0.0082005765,disgust
0.0075469078,disgust
0.0076351715,disgust
0.008534036,disgust
0.012782701,disgust
0.011440586,disgust
0.0075434535,disgust
0.013862123,disgust
0.013018905,disgust
0.0027293377,disgust
0.003651734,disgust
0.006399862,disgust
0.005098182,disgust
0.0028252108,disgust
0.027584035,disgust
0.007832982,disgust
0.012562253,disgust
0.003007708,disgust
0.008340562,disgust
0.008669752,disgust
0.010152788,disgust
0.0084255235,disgust
0.018943843,disgust
0.018918188,disgust
0.008122417,disgust
0.0068281405,disgust
0.008880551,disgust
0.007421822,disgust
0.012275368,disgust
0.0031396903,surprise
0.0069813356,surprise
0.006752138,surprise
0.0063068517,surprise
0.0038297363,surprise
0.0018041717,surprise
0.0039989115,surprise
0.0036907985,surprise
0.00089915545,surprise
0.009853908,surprise
0.0033899366,surprise
0.004952874,surprise
0.006758485,surprise
0.0019342474,surprise
0.0067867017,surprise
0.0059392764,surprise
0.008579791,surprise
0.0037012636,surprise
0.00318992,surprise
0.0036953024,surprise
0.011015434,surprise
0.007043791,surprise
0.011079341,surprise
0.0025079383,surprise
0.003138752,surprise
0.005464264,surprise
0.007518982,surprise
0.008664476,surprise
0.004753267,surprise
0.0023003756,surprise
0.00473509,surprise
0.00442933,surprise
0.00094412215,surprise
0.0089524975,surprise
0.0048167002,surprise
0.0056960457,surprise
0.0030690695,surprise
0.00221125,surprise
0.0062802904,surprise
0.009042829,surprise
0.008922935,surprise
0.0035080127,surprise
0.0030653917,surprise
0.0065319715,surprise
0.009968316,surprise
0.008093112,surprise
0.010203092,surprise
0.0078311665,surprise
0.0033345784,surprise
0.0066863797,surprise
0.006033684,surprise
0.009928176,surprise
0.0036795097,surprise
0.0025913918,surprise
0.004168397,surprise
0.0066526015,surprise
0.0014345566,surprise
0.01994479,surprise
0.008630773,surprise
0.005961302,surprise
0.0030962548,surprise
0.0025376077,surprise
0.005454542,surprise
0.009759323,surprise
0.0065569985,surprise
0.0052644922,surprise
0.0027824673,surprise
0.0024943827,surprise
0.010509436,surprise
0.007858487,surprise
0.012578262,surprise
0.006395416,surprise
0.0039280723,surprise
0.0071062404,surprise
0.009521662,surprise
0.010323552,surprise
0.005454044,surprise
0.0024519404,surprise
0.004599709,surprise
0.0051373327,surprise
0.0013448938,surprise
0.010369424,surprise
0.007159313,surprise
0.006636548,surprise
0.0033358668,surprise
0.0030091538,surprise
0.005717394,surprise
0.014907906,surprise
0.007632457,surprise
0.003407463,surprise
0.0017656719,surprise
0.0032769209,surprise
0.012621285,surprise
0.010253067,surprise
0.013134206,surprise
0.0076050833,surprise
0.007134628,surprise
0.008964118,surprise
0.01371549,surprise
0.019902209,surprise
0.004333168,surprise
0.002134293,surprise
0.012573709,surprise
0.0068447976,surprise
0.0026952974,surprise
0.022125093,surprise
0.0067159357,surprise
0.008422444,surprise
0.005436062,surprise
0.0033779303,surprise
0.014298057,surprise
0.008837711,surprise
0.013169877,surprise
0.005229743,surprise
0.006508458,surprise
0.012851718,surprise
0.014801004,surprise
0.008439163,surprise
0.014131196,surprise
0.01171956,surprise
0.009419319,surprise
0.008832079,surprise
0.016938357,surprise
0.01696378,surprise
0.0064223628,surprise
0.0072410996,surprise
0.005685429,surprise
0.0078089363,surprise
0.0018623383,surprise
0.025640137,surprise
0.011761488,surprise
0.01070262,surprise
0.003653577,surprise
0.0073287315,surprise
0.00864913,surprise
0.012268577,surprise
0.01370489,surprise
0.0061594294,surprise
0.006669687,surprise
0.0035794224,surprise
0.014583533,surprise
0.010975817,surprise
0.015821803,surprise
0.010103053,surprise
0.0069747735,surprise
0.01193555,surprise
0.017550172,surprise
0.018921452,surprise
0.0072637578,surprise
0.007391596,surprise
0.011810674,surprise
0.009906724,surprise
0.0017441986,surprise
0.034414507,surprise
0.011394096,surprise
0.009849706,surprise
0.0075012064,surprise
0.0050153886,surprise
0.00591001,surprise
0.017343026,surprise
0.018992608,surprise
0.007895464,surprise
0.0054022884,surprise
0.010823739,surprise
