mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,emotion
-788.3855,80.48802,18.790678,32.92984,10.20526,18.362104,10.092591,7.8558693,-0.21809621,1.389616,1.4552127,0.4418482,5.335185,male_neutral
-818.6541,54.588047,-8.855901,12.798459,0.597035,4.5523486,-11.999045,-0.9807171,-10.778258,-6.4238167,-2.0219967,-5.9669466,-1.4940667,female_neutral
-664.46844,86.81846,14.738372,16.534563,8.812849,16.622522,-4.91224,6.0436254,-1.5783945,-4.0492225,-2.1370888,0.09170226,3.0136397,male_neutral
-737.4777,63.482704,1.217715,18.055117,-4.0275793,13.973715,-6.386613,0.75536716,-5.8698025,-4.3970137,-2.7897563,-3.9118836,1.6112623,female_neutral
-708.9373,70.33675,9.4891615,11.994717,4.6041145,16.881027,-4.730681,4.9154396,-0.3991516,-0.49249023,-2.7941053,-1.9774808,1.5171,male_neutral
-765.3686,55.468166,-0.96931225,8.35543,-3.428298,4.801448,-9.493275,-1.7996467,-12.925551,-7.362321,-6.6992645,-5.9965363,-6.5075603,female_neutral
-735.0066,79.09305,8.141051,11.413549,5.174124,15.393283,-2.7520719,2.9645836,-5.388972,-1.6918324,-5.8528347,-4.0432878,3.0046406,male_neutral
-685.27014,66.034645,-5.3122635,8.085226,-0.22538465,3.311465,-9.604638,4.0205464,-10.162641,-3.7117693,-2.5037436,-3.869077,-2.9866397,female_neutral
-665.8279,84.23869,-1.4056453,15.918263,0.41480905,13.920028,-6.476468,-2.6288373,-10.275372,1.306762,-1.8277773,-4.7251716,2.3447976,male_neutral
-698.5949,80.241234,-13.513393,3.7782693,-2.8895528,1.0406879,-10.54268,-1.141015,-12.096688,-7.6509366,-6.0217,-2.9276996,-3.198227,female_neutral
-804.9232,80.672035,11.463864,24.329596,12.855054,9.199524,1.4415293,4.7873425,1.5345405,0.30472466,5.752466,2.2068622,2.323348,male_neutral
-752.2438,79.83723,-6.4221306,14.22143,1.2245238,14.126369,-9.305336,-9.426623,-12.13879,-7.8767805,2.4101808,-0.3793958,-2.7276564,female_neutral
-738.5714,98.130775,7.3637176,12.641453,4.1095085,17.988504,-6.0968604,1.7653865,-6.6732774,-2.1309683,4.278433,-1.4487145,-2.1509602,male_neutral
-751.6501,79.0511,14.257443,23.402027,9.972132,14.853502,-2.5346234,13.012793,-6.0469337,0.34785232,-0.6599206,-0.7449382,1.2615848,female_neutral
-748.0795,88.041374,-5.005884,24.20742,15.657138,19.641262,-1.9607716,-0.5803836,-5.1641545,-1.7119659,7.145405,3.7931056,-3.8685517,male_neutral
-604.18646,74.32354,0.17630854,11.393934,2.274648,11.601082,-10.305855,4.1613684,-10.589807,-3.807657,0.19455001,-1.6261134,-2.9923494,female_neutral
-753.7456,86.04419,19.870487,31.126114,12.524379,23.635899,7.207679,11.000593,4.222551,2.1261406,1.4994438,2.4003177,5.1807437,male_neutral
-701.8375,88.787476,0.10012421,14.011082,0.91848356,12.445513,-6.926969,6.0673585,-6.958461,-6.100503,-3.3593318,-4.80974,-5.234351,female_neutral
-760.3465,86.168915,7.410422,12.323776,6.122831,14.394656,0.45108432,3.6656313,-1.8169687,-1.5772227,-1.5608,-1.2766178,1.7647879,male_neutral
-805.89764,50.434246,2.8658283,15.137083,-0.14874668,4.572341,-10.1481285,3.43048,-9.754265,-1.1678054,-4.8118634,-5.5164776,-1.7368157,female_neutral
-684.0992,87.81722,4.864722,16.20318,7.5152936,14.567292,-2.81845,5.828855,-0.5176385,-0.37113857,2.2748313,-1.2571312,-0.6006571,male_neutral
-677.4262,69.57674,6.553035,15.260473,2.2042475,8.824962,-12.819687,-4.0310225,-5.3883247,-2.3762112,-2.4838784,-4.487965,-5.5764155,female_neutral
-673.7038,75.74703,14.209861,21.928137,9.814887,20.580538,2.128836,11.945294,2.2775924,-1.3556762,0.13576563,3.5965176,3.5989196,male_neutral
-733.8371,67.95543,2.9854019,13.132647,2.8292713,9.173277,-11.106443,7.923678,-7.2644057,-8.801796,-0.5971422,-3.7836246,-0.83947504,female_neutral
-774.56104,87.54636,19.207731,33.02402,11.656986,20.653204,7.6573772,7.0383334,0.20865762,-0.55462754,-0.7447872,1.2421249,5.8095574,male_neutral
-823.37415,52.18623,-10.142682,10.648246,-2.6114569,3.2808154,-9.381936,-2.116173,-9.196388,-7.7184644,-2.7434697,-5.867174,-2.1640801,female_neutral
-641.7172,90.89462,10.229212,13.374674,8.747333,15.625737,-7.469733,2.661899,-0.33379024,-6.5001807,-2.6911926,-0.25181654,1.585249,male_neutral
-708.0036,65.88851,-0.37038976,11.793811,-0.45767185,11.958793,-5.9902444,0.91911346,-5.9811587,-5.9621735,-4.486665,-3.1916835,2.663595,female_neutral
-731.4882,70.913635,6.48944,12.725701,3.7193987,17.03768,-4.4894657,4.3252664,-4.06839,-0.7821839,-3.9224393,-3.269229,1.7539625,male_neutral
-774.9348,61.553085,-0.82323515,10.258059,-5.25129,2.2679577,-9.608938,-1.3073407,-9.942767,-7.0011663,-6.677645,-3.9090245,-6.729562,female_neutral
-733.5249,81.58986,4.8633575,14.423686,5.2676888,13.96856,-3.0856164,7.1732464,-4.8214383,-0.9674489,-6.2504735,-3.8666399,3.3255188,male_neutral
-688.55475,65.21492,-4.006218,9.36352,-3.746424,5.0809503,-8.949338,2.139515,-9.365404,-4.1520343,-4.6722927,-1.6119943,-5.209119,female_neutral
-670.2019,95.914825,-2.039858,17.43807,-0.197946,21.545874,-5.6796083,-7.8394375,-10.625422,7.422122,-4.1971836,-6.7059283,5.1207104,male_neutral
-680.5748,71.79892,-4.879463,10.461559,-3.7088153,1.5598109,-9.661984,1.6067384,-13.271084,-6.7645698,-7.330808,-3.6532454,-2.5148883,female_neutral
-779.2038,86.27436,9.48881,24.385427,7.622752,9.100188,0.6717529,4.375345,-0.6787247,-2.711605,2.422385,3.5341513,4.808419,male_neutral
-731.6196,91.31346,-4.1083093,13.896775,-4.15542,14.478597,-9.02882,-9.328955,-12.819087,-7.841082,1.4780835,2.0386918,-1.707761,female_neutral
-721.6017,99.201096,13.109674,23.732,7.0613523,23.371853,1.5737796,7.4987636,-4.482366,-0.14401792,4.469802,1.7516937,0.23722677,male_neutral
-734.58673,76.02552,18.408403,27.65915,8.235409,18.009077,-2.1107478,15.266913,-5.8784995,-0.98352414,1.055616,-0.21209408,1.3765117,female_neutral
-707.94806,87.46981,0.073529765,27.07075,7.4784226,16.719027,-6.0988207,2.3026304,-1.729466,-1.3146081,2.9656432,2.4015594,-2.9335017,male_neutral
-557.1139,61.53977,-1.3741652,12.489706,2.0059762,8.978362,-18.886354,8.524689,-16.038456,-11.179732,-3.6539905,-3.9874504,-2.3584933,female_neutral
-742.5898,77.87263,16.302908,31.207113,7.2443495,17.545584,3.6896102,9.412281,-0.23175673,0.19097388,1.3019347,1.9625459,4.961073,male_neutral
-700.39966,70.46904,-0.026043046,12.896729,-1.6745088,13.46279,-9.60528,2.211924,-7.946399,-6.753214,-5.458518,-3.2210217,-6.7395225,female_neutral
-752.08795,78.91528,13.15616,18.344519,5.4620166,15.542674,1.9799577,4.8321347,-0.5287151,-4.0045686,-0.9851118,1.6448696,2.640988,male_neutral
-744.2637,37.92167,0.38046035,15.578995,-4.476041,3.0739894,-10.679926,1.8628056,-12.48387,-2.1643887,-4.9365077,-5.750819,-3.7500598,female_neutral
-649.39923,97.48983,0.5905226,18.013607,9.372814,15.535874,-1.6589078,7.2308326,-0.9387704,-0.90601367,0.074081376,-0.8993902,-1.9519092,male_neutral
-690.68744,57.287395,8.065511,16.855116,0.46501148,8.735891,-13.024316,-4.5036874,-8.185371,-2.8935618,-4.409372,-2.119327,-6.2471304,female_neutral
-673.94086,82.09763,15.0795145,26.19265,9.677517,20.453678,2.5075524,15.051533,2.265011,-1.7703456,1.1347079,4.5172687,0.7615439,male_neutral
-717.7396,66.69447,7.624549,17.123014,-2.2784204,10.637121,-6.0229964,4.213785,-5.8658686,-9.819799,-0.7131907,-5.773388,-3.8169432,female_neutral
-764.86194,76.164406,13.825058,33.419353,11.955141,18.457256,5.193124,10.448943,0.6141888,-0.8885039,-3.864391,3.0110543,4.685579,male_neutral
-840.60065,49.438396,-1.6757649,15.480057,-3.0665631,7.4091725,-6.1460495,0.9112464,-8.646751,-6.3229628,-4.095772,-3.9829183,-3.1423151,female_neutral
-668.52527,85.19064,17.277266,21.915611,10.794418,19.859766,-2.74776,9.821264,-0.077596374,-3.1845245,0.05271198,0.9150434,3.194889,male_neutral
-716.70636,64.11999,2.732969,11.826704,-5.5638433,12.234403,-7.50099,-0.041922227,-8.776206,-5.4792895,-3.6362503,-1.7540908,0.7060548,female_neutral
