chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,emotion
0.7492128,0.76839757,0.7757696,0.7917958,0.819823,0.777179,0.73688924,0.68791705,0.6621705,0.6320869,0.68243015,0.72414505,male_neutral
0.59947187,0.5776038,0.5408342,0.53606635,0.54573655,0.5404098,0.5448156,0.56711006,0.6347436,0.6429468,0.6368214,0.6087492,female_neutral
0.767132,0.7883467,0.7856534,0.786579,0.7776437,0.7556379,0.76117593,0.7523332,0.77445215,0.74374133,0.7197983,0.7233755,male_neutral
0.63486147,0.61906505,0.6525755,0.64536506,0.6682597,0.6922501,0.70684665,0.6962858,0.66488874,0.6508493,0.6886865,0.68642867,female_neutral
0.6789196,0.662063,0.70542854,0.7130814,0.72070575,0.71334594,0.69870037,0.63230115,0.62915945,0.6767311,0.6815378,0.69155294,male_neutral
0.4830794,0.45851687,0.44497094,0.4418332,0.48041302,0.53355753,0.5312687,0.52761114,0.4981827,0.46756265,0.46263635,0.4735656,female_neutral
0.69247454,0.6956314,0.7263682,0.7205587,0.7163535,0.7735196,0.75862145,0.7344227,0.7722771,0.7176795,0.7004844,0.7082771,male_neutral
0.6571922,0.58011,0.6072608,0.65260047,0.65475404,0.65458643,0.6888921,0.67276025,0.65649855,0.65455914,0.6463027,0.7109314,female_neutral
0.7692807,0.7545825,0.73460466,0.73594564,0.7107237,0.7021811,0.7021062,0.68521726,0.70985883,0.7511107,0.7655201,0.7517824,male_neutral
0.61538845,0.59813005,0.63274646,0.68700176,0.7350159,0.7466846,0.7354267,0.7382683,0.7719108,0.69751996,0.6447098,0.6191071,female_neutral
0.7746091,0.7709656,0.77100694,0.7398191,0.7377529,0.75574994,0.76444066,0.7660032,0.7468896,0.7292984,0.7497534,0.7744708,male_neutral
0.62391883,0.5744877,0.5174032,0.5131325,0.55029124,0.5684141,0.5682682,0.5798356,0.6443458,0.6899284,0.73202646,0.67492086,female_neutral
0.7527973,0.7458699,0.75648266,0.7735965,0.78394693,0.7860473,0.78293365,0.7587354,0.78658056,0.7970249,0.80620915,0.7805005,male_neutral
0.63439,0.62337023,0.61032915,0.6756939,0.744736,0.74817014,0.74350375,0.7097465,0.70252764,0.7119882,0.6549027,0.6424247,female_neutral
0.7462904,0.77568567,0.78997153,0.7970935,0.77908665,0.7478413,0.73590535,0.7435849,0.77878237,0.78576124,0.7646155,0.7353658,male_neutral
0.58229643,0.5649838,0.57999367,0.59091026,0.61297125,0.64767814,0.61150306,0.57164,0.57681865,0.5991759,0.6380987,0.6025319,female_neutral
0.7368702,0.7365667,0.76618767,0.7840777,0.7962017,0.77493435,0.78322464,0.7585286,0.7443476,0.7657072,0.7690217,0.7608225,male_neutral
0.7008557,0.6467064,0.6275703,0.6256556,0.6754799,0.6820065,0.6704536,0.66906893,0.66948473,0.6576154,0.6651045,0.687068,female_neutral
0.76948494,0.75163966,0.7073272,0.70856214,0.7653354,0.75961065,0.76104313,0.7581654,0.7826008,0.7805226,0.7654328,0.7499147,male_neutral
0.6300657,0.64272827,0.6665203,0.7081508,0.71542,0.73016423,0.75757015,0.7356802,0.7016413,0.6237077,0.61176395,0.6181509,female_neutral
0.66503507,0.6656514,0.71435344,0.6972957,0.69508904,0.73819417,0.75798935,0.74672985,0.7941251,0.76838297,0.7350648,0.6857177,male_neutral
0.53611743,0.503889,0.47205204,0.46471125,0.51464283,0.5293259,0.51019853,0.4854383,0.47880483,0.5021368,0.5032245,0.5200991,female_neutral
0.6851818,0.71621555,0.74189854,0.728464,0.7434538,0.7839545,0.8135095,0.79758424,0.7611531,0.73550946,0.7339789,0.708095,male_neutral
0.6416625,0.6257394,0.62348485,0.68143415,0.698409,0.7224944,0.7187665,0.7228878,0.7423255,0.71002465,0.7222935,0.69448674,female_neutral
0.72167397,0.7677418,0.7924664,0.8082184,0.79675716,0.779327,0.7363813,0.6939224,0.67451745,0.6457864,0.690508,0.70539826,male_neutral
0.52777016,0.4901655,0.5109702,0.51014936,0.4690368,0.4821011,0.49481395,0.46849647,0.54272884,0.5490524,0.58725774,0.56986755,female_neutral
0.7655562,0.7608091,0.75481415,0.77362096,0.797597,0.78569704,0.75419986,0.7613429,0.7423558,0.7252345,0.7424052,0.765174,male_neutral
0.6056362,0.6055194,0.60016716,0.6119944,0.66955996,0.69666743,0.68392414,0.651874,0.6432972,0.63992304,0.6773943,0.6404658,female_neutral
0.7265674,0.7184781,0.75268847,0.7687772,0.73785377,0.7347758,0.72101474,0.684689,0.70784795,0.723739,0.74655443,0.75414395,male_neutral
0.48134342,0.47818068,0.45880723,0.45859075,0.48450008,0.5415927,0.5743525,0.53969336,0.5061007,0.49577627,0.4842023,0.48156872,female_neutral
0.76789224,0.77317333,0.7672989,0.76196045,0.7611033,0.7468391,0.77887213,0.7955452,0.7759004,0.72581404,0.71896917,0.7434534,male_neutral
0.6575101,0.58639246,0.6441324,0.6484811,0.64510757,0.69028205,0.6811682,0.669246,0.67289156,0.69819146,0.7528028,0.7375199,female_neutral
0.76606834,0.76315624,0.71702003,0.7238081,0.751661,0.74284,0.7019609,0.6923155,0.7538748,0.7564853,0.7504608,0.73288643,male_neutral
0.6197045,0.6394461,0.65009934,0.69385004,0.7212689,0.7567986,0.7899919,0.768492,0.7666701,0.6981963,0.65879595,0.63513905,female_neutral
0.7448609,0.7270336,0.7223059,0.7178494,0.7271439,0.7295484,0.73241836,0.71597177,0.6752745,0.65932983,0.72664285,0.7925247,male_neutral
0.6174666,0.5764611,0.5690397,0.6098144,0.6546839,0.70138437,0.73556083,0.7170627,0.72812897,0.70231766,0.6511066,0.6479584,female_neutral
0.70738846,0.73528546,0.7521959,0.7748763,0.8027782,0.812672,0.77750146,0.77562916,0.8147362,0.81817895,0.7840018,0.73471683,male_neutral
0.6715173,0.64280003,0.655676,0.72178775,0.75142145,0.79660386,0.77565634,0.73971826,0.713996,0.6868508,0.6669872,0.6826311,female_neutral
0.7572489,0.7755753,0.7916142,0.79204726,0.77227336,0.7617938,0.7594309,0.73650867,0.77748364,0.78759706,0.7650027,0.748949,male_neutral
0.6182897,0.57720125,0.560722,0.60424066,0.65399766,0.6339097,0.61385167,0.597994,0.61149704,0.6020639,0.5962918,0.6121343,female_neutral
0.73680866,0.7466904,0.780129,0.7697793,0.7341728,0.7236344,0.73894596,0.73665696,0.74142563,0.7499788,0.7559061,0.7532505,male_neutral
0.54919744,0.5681447,0.5555317,0.54509544,0.56563896,0.5730032,0.5848726,0.55231744,0.56349635,0.5929452,0.5540364,0.523161,female_neutral
0.6751797,0.6714859,0.6820776,0.7271645,0.77245885,0.7651382,0.72171795,0.74546,0.8013007,0.75644654,0.7288484,0.7046471,male_neutral
0.6556822,0.6504109,0.6485113,0.6939441,0.76653105,0.80155337,0.75549716,0.6512216,0.58969945,0.5644258,0.5752096,0.62097746,female_neutral
0.6828692,0.67552114,0.7168525,0.70456547,0.7352581,0.74810404,0.7478484,0.76606935,0.8278025,0.7896173,0.7501199,0.73094684,male_neutral
0.5532757,0.5225384,0.5115285,0.53547543,0.5579089,0.5561668,0.54630345,0.5433081,0.53287333,0.52975744,0.52752435,0.5418441,female_neutral
0.7022325,0.7331686,0.7503812,0.7446115,0.7426568,0.7696819,0.80165017,0.80563104,0.76934963,0.7301861,0.72898704,0.71430314,male_neutral
0.6105793,0.5719669,0.59382546,0.61989874,0.68043315,0.7147294,0.7314892,0.74635905,0.7787386,0.71313363,0.6926497,0.6885042,female_neutral
0.6887248,0.72829664,0.75161964,0.77883744,0.7575945,0.7508619,0.7077704,0.68124306,0.66754276,0.65383303,0.6821157,0.6881427,male_neutral
0.5631665,0.53667814,0.55447495,0.53727305,0.5235652,0.54308707,0.56450087,0.5513305,0.5921326,0.59151113,0.6467632,0.6353909,female_neutral
0.70662135,0.75137824,0.7657775,0.7545975,0.75911206,0.77033186,0.75559425,0.7418549,0.7500505,0.75568396,0.77504426,0.7272075,male_neutral
0.67295164,0.6029473,0.60059047,0.6195134,0.6428527,0.67482895,0.6533733,0.65336233,0.68036425,0.68012714,0.7237509,0.7089067,female_neutral
0.6343862,0.6284329,0.62967414,0.6360416,0.63797015,0.65114844,0.6612294,0.62913674,0.64722145,0.6485728,0.6529897,0.6587675,male_neutral
0.5168588,0.5331949,0.5294537,0.48890802,0.50327635,0.5269655,0.59405386,0.6509876,0.6353413,0.59894836,0.55237263,0.5389248,female_neutral
0.74183667,0.7092524,0.71946704,0.73131245,0.7444156,0.7890932,0.8003012,0.762493,0.76183075,0.7332422,0.76564914,0.75944555,male_neutral
0.6229619,0.5823458,0.5915906,0.6038834,0.6282956,0.70052576,0.74899614,0.70629096,0.68664336,0.6789121,0.7189879,0.6820849,female_neutral
0.7203744,0.7013456,0.69178283,0.67068726,0.6537669,0.6239878,0.6095803,0.6491964,0.691518,0.66595614,0.65551865,0.6997208,male_neutral
0.6251214,0.6269413,0.6445326,0.6694134,0.7092003,0.7688984,0.82086706,0.7931396,0.7449579,0.6739903,0.6784795,0.6785024,female_neutral
0.82083297,0.79089916,0.7750363,0.7622948,0.78090614,0.8076946,0.8280631,0.7979088,0.7958834,0.7720561,0.78558934,0.80676967,male_neutral
0.5603933,0.5332206,0.5954502,0.5953313,0.61397386,0.64717114,0.6772741,0.6808935,0.67273134,0.6913472,0.66775596,0.6387357,female_neutral
0.74606,0.74730134,0.782908,0.79726857,0.8135342,0.82906234,0.8348504,0.8452257,0.8363249,0.8095381,0.7951246,0.7778149,male_neutral
0.6412206,0.6597844,0.64264363,0.6588861,0.6713771,0.705346,0.71964675,0.7035482,0.68393207,0.6756948,0.6922206,0.6846016,female_neutral
0.7715227,0.77582765,0.8023692,0.7650736,0.74554324,0.7588392,0.7670455,0.7652561,0.7642721,0.7643969,0.8028287,0.8062844,male_neutral
0.45048213,0.43712226,0.48302028,0.51365775,0.57552034,0.5772903,0.5882118,0.5990816,0.5311202,0.44254574,0.4344549,0.4982334,female_neutral
0.7075245,0.7464075,0.7660105,0.74495554,0.76454806,0.7667894,0.7517398,0.7408508,0.73608404,0.74706006,0.76291406,0.7405122,male_neutral
0.53754926,0.51881737,0.496443,0.51402336,0.58611155,0.60220957,0.5609532,0.52459294,0.525103,0.5431717,0.50893134,0.50077665,female_neutral
0.7355295,0.78823054,0.8135648,0.7773457,0.7547063,0.77085567,0.7552209,0.7936483,0.78004986,0.74079764,0.7358805,0.74769765,male_neutral
0.6389105,0.6356729,0.6383108,0.6899836,0.6995026,0.6931498,0.70109427,0.6876204,0.71346945,0.6994037,0.6831616,0.6458334,female_neutral
0.68506414,0.7154316,0.7365746,0.7179833,0.7360345,0.7756786,0.8136349,0.7704241,0.7454988,0.7419271,0.7357527,0.6991432,male_neutral
0.4762599,0.4624303,0.4942082,0.50683093,0.5123879,0.5313281,0.5790659,0.61358,0.6022079,0.5560008,0.5237586,0.52127934,female_neutral
0.68294823,0.69505227,0.6991579,0.7418883,0.76781195,0.7967951,0.78273,0.7456791,0.7560289,0.78977764,0.7721872,0.70059174,male_neutral
0.66884357,0.63937306,0.65703917,0.6765244,0.6871532,0.71561885,0.7417947,0.7352816,0.70552635,0.71657646,0.7259592,0.71783376,female_neutral
0.75747794,0.76324654,0.759472,0.7656761,0.78657085,0.7905061,0.7856815,0.75268584,0.7588918,0.7474933,0.780459,0.7549752,male_neutral
0.51140904,0.5052127,0.57581407,0.5901583,0.53796536,0.5111661,0.55297273,0.64359534,0.65521514,0.5992656,0.55538094,0.5291198,female_neutral
0.73446715,0.76163137,0.7866044,0.80393153,0.79559326,0.7877706,0.7701071,0.7525184,0.7432077,0.7415547,0.76961213,0.75544983,male_neutral
0.5750952,0.52169085,0.50012064,0.51380664,0.5502833,0.5888852,0.56114113,0.5703821,0.5941992,0.6044152,0.63448334,0.58108413,female_neutral
0.5794584,0.5684714,0.5758372,0.5665939,0.5877851,0.5907367,0.62426627,0.60832834,0.5934546,0.6019513,0.59997934,0.60753226,male_neutral
0.5188649,0.47215927,0.4820116,0.55862004,0.5435273,0.5227169,0.55388665,0.57655185,0.64740777,0.6175048,0.5685868,0.56811416,female_neutral
0.7495546,0.7386186,0.75918365,0.7779329,0.79973143,0.79690236,0.7739507,0.76143515,0.7547992,0.75550044,0.76123357,0.7826202,male_neutral
0.5720399,0.5458111,0.5923424,0.58008164,0.5701464,0.6365727,0.72493017,0.7331995,0.71051717,0.68121076,0.707433,0.65841556,female_neutral
0.72430164,0.70313954,0.73531973,0.75563556,0.727733,0.713365,0.71322364,0.7158679,0.74121344,0.7377913,0.75073713,0.7765751,male_neutral
0.624994,0.60833675,0.63982606,0.6756805,0.7094636,0.77750415,0.8370493,0.8343091,0.79478276,0.7144891,0.6926261,0.658008,female_neutral
0.8300418,0.7635671,0.7358144,0.6787917,0.67038894,0.7062848,0.73482656,0.74233246,0.72455597,0.69622093,0.754223,0.8212104,male_neutral
0.6286695,0.63571596,0.64219236,0.6171551,0.63799447,0.7022396,0.7752495,0.78083956,0.75103515,0.71777,0.65767956,0.62428135,female_neutral
0.723613,0.7191563,0.7220331,0.7568252,0.8078759,0.83112234,0.84054196,0.83048004,0.8244827,0.7822188,0.76424927,0.76023126,male_neutral
0.6708353,0.6974569,0.6750885,0.67533386,0.6790535,0.7005196,0.7472333,0.7280662,0.6910647,0.6667797,0.6586006,0.665014,female_neutral
0.79454464,0.80642754,0.8099975,0.77441,0.75432193,0.75369775,0.7442955,0.7443755,0.7581708,0.75637823,0.76883584,0.7957938,male_neutral
0.5695234,0.58826524,0.5965437,0.59352404,0.5956644,0.64242226,0.6957279,0.6663933,0.63167715,0.5764485,0.5635091,0.5695732,female_neutral
0.6824406,0.7424094,0.7372419,0.7200212,0.72759825,0.73993576,0.7231993,0.6925264,0.6741742,0.68947774,0.7074137,0.6840441,male_neutral
0.5766551,0.5303178,0.4987953,0.5189766,0.5283844,0.5160907,0.5234878,0.5027367,0.5323776,0.5302835,0.51496774,0.54736656,female_neutral
0.76509696,0.80118275,0.782627,0.7513285,0.758379,0.7988751,0.75785154,0.7009078,0.7175441,0.75182706,0.7726954,0.7481318,male_neutral
0.66136324,0.6350538,0.6437095,0.70793647,0.78200233,0.794254,0.7780851,0.7361983,0.7073488,0.7091956,0.6907135,0.6940566,female_neutral
0.68551916,0.69319093,0.7275657,0.7228311,0.7602437,0.78965515,0.78843737,0.71901304,0.7190635,0.7820502,0.8012562,0.73300177,male_neutral
0.4742069,0.48297247,0.4904649,0.46805963,0.47647735,0.5038441,0.56760395,0.5867722,0.55906063,0.5021085,0.47972366,0.4880249,female_neutral
0.67044294,0.6928845,0.7066798,0.71299183,0.7162657,0.7408495,0.7625733,0.7446384,0.7410198,0.74565285,0.7508415,0.69390255,male_neutral
0.65988886,0.6848707,0.7092985,0.7068699,0.72445023,0.71581554,0.7397626,0.74356896,0.70249003,0.67083484,0.67873335,0.65220904,female_neutral
0.74329805,0.7220368,0.7033712,0.7385664,0.7552075,0.78311986,0.76118547,0.7304906,0.7194429,0.7144569,0.7159476,0.72071093,male_neutral
0.4731341,0.48945853,0.5155008,0.46787533,0.4379477,0.4281925,0.45359737,0.5615298,0.57350963,0.55239743,0.51369077,0.4956394,female_neutral
0.72266585,0.7387903,0.78107804,0.78443766,0.78101903,0.7617116,0.7599346,0.7267488,0.7369584,0.73891824,0.7496544,0.74646074,male_neutral
0.51846737,0.4727012,0.45707613,0.44419116,0.4937959,0.54194444,0.55591804,0.5507216,0.5456704,0.5674719,0.57748115,0.56151706,female_neutral
0.70852697,0.6566337,0.6459624,0.6652448,0.6903711,0.7021886,0.7284467,0.74162054,0.7794896,0.72791827,0.6901658,0.7144807,male_neutral
0.51395565,0.4852526,0.4500256,0.44681293,0.45477661,0.43060791,0.4623935,0.4711999,0.54759854,0.5704209,0.5290584,0.52305174,female_neutral
0.745268,0.7237937,0.7404451,0.7812467,0.7797882,0.76423323,0.75355744,0.7234724,0.7056562,0.7124356,0.74101335,0.7811862,male_neutral
0.53071827,0.54333997,0.5507349,0.5352537,0.5781906,0.6268559,0.71921176,0.68109995,0.7073567,0.68564385,0.6537681,0.56342524,female_neutral
0.72901386,0.70959914,0.727288,0.75051236,0.74510074,0.7307381,0.71966845,0.6968811,0.73427093,0.803264,0.774956,0.7363608,male_neutral
0.6301627,0.65220505,0.6373069,0.6847459,0.7644576,0.7952818,0.8190004,0.80294913,0.77491087,0.73492527,0.68428373,0.63607186,female_neutral
0.7884226,0.75953835,0.77825654,0.7472611,0.71272296,0.73364097,0.7595557,0.72947985,0.70525956,0.67405355,0.7466518,0.79935384,male_neutral
0.5978637,0.4672237,0.4645747,0.5228807,0.5384458,0.5752454,0.6195026,0.6398531,0.72978085,0.7645369,0.732616,0.7345984,female_neutral
0.7391767,0.7777069,0.7946274,0.81747586,0.81386393,0.807407,0.8256416,0.80637014,0.77544796,0.7453145,0.74050504,0.75327915,male_neutral
0.6209616,0.64194614,0.6404746,0.63919425,0.68301725,0.6798897,0.7015869,0.7470313,0.75639284,0.7394218,0.7033303,0.6441341,female_neutral
0.73952013,0.7493495,0.79714525,0.77057266,0.78607213,0.76923436,0.7563817,0.7686955,0.8047027,0.8197188,0.8201502,0.7663905,male_neutral
0.5613451,0.56897867,0.5383298,0.49424472,0.4776191,0.502893,0.5179042,0.492908,0.4868253,0.49273595,0.5110868,0.53915644,female_neutral
0.69863605,0.764055,0.75962824,0.7166789,0.7365092,0.703832,0.6871963,0.71197724,0.70744824,0.73188996,0.6858335,0.670876,male_neutral
0.58935994,0.58688635,0.61141527,0.65568846,0.62720823,0.6079093,0.62797385,0.6062916,0.59316033,0.5795136,0.5781162,0.5877071,female_neutral
0.7613624,0.7807483,0.7596458,0.73696005,0.76116806,0.7764627,0.7478289,0.7446064,0.74729604,0.7360938,0.7510205,0.7433509,male_neutral
0.5922575,0.61795664,0.6194896,0.6311553,0.67476386,0.70574504,0.71818215,0.6719205,0.62419647,0.6402253,0.6504461,0.62119067,female_neutral
0.6771309,0.68559253,0.7049899,0.73130375,0.7637208,0.7644824,0.7386404,0.7259606,0.7799439,0.80529326,0.7656775,0.70102906,male_neutral
0.5116016,0.51554424,0.5094436,0.49608392,0.51420707,0.55052376,0.5968351,0.5698077,0.5383642,0.4913438,0.5038185,0.523373,female_neutral
0.7141413,0.7141006,0.7274196,0.7310438,0.749933,0.7756913,0.7976202,0.77945817,0.7396212,0.7625232,0.7945082,0.7564364,male_neutral
0.6351976,0.6348231,0.6710401,0.6720808,0.6491911,0.69828683,0.7162701,0.7281246,0.7436744,0.7225243,0.7090097,0.6746578,female_neutral
0.688794,0.7072044,0.72508234,0.7228793,0.7529109,0.757823,0.7532562,0.7276955,0.7226649,0.7230315,0.7270404,0.7081085,male_neutral
0.5812812,0.541007,0.55696696,0.6394189,0.6735774,0.64838076,0.6586072,0.7256579,0.85203683,0.7958034,0.6985445,0.6188069,female_neutral
0.72887087,0.7573622,0.77134717,0.76154345,0.7543015,0.7491792,0.74598855,0.74833536,0.7661184,0.74916637,0.7574411,0.7384003,male_neutral
0.5844906,0.5576508,0.5188585,0.5193484,0.562973,0.607501,0.63919073,0.6414564,0.634145,0.6464323,0.6376938,0.60685986,female_neutral
0.6293583,0.63208306,0.6573813,0.74360687,0.79393786,0.7489707,0.71668845,0.66123676,0.64209044,0.6396031,0.6678804,0.68408716,male_neutral
0.6573692,0.6271903,0.56519586,0.5165163,0.49682796,0.5121276,0.5810206,0.64089626,0.66942656,0.65783316,0.6667773,0.6725238,female_neutral
0.7278158,0.6887995,0.69759125,0.7403507,0.7503208,0.7541352,0.75914234,0.7112798,0.68848336,0.68822527,0.70799285,0.73382336,male_neutral
0.63016623,0.5247259,0.5013823,0.5143569,0.5440955,0.58537877,0.63798517,0.6078169,0.61622876,0.6419742,0.70542556,0.7124253,female_neutral
0.73821384,0.7009853,0.72146404,0.7380788,0.72392946,0.7013056,0.69587183,0.72104293,0.75078654,0.7530456,0.7689993,0.7907962,male_neutral
0.5934808,0.6290254,0.62436736,0.63016075,0.670664,0.70022357,0.76913047,0.8022725,0.82195437,0.77752936,0.6974419,0.62659675,female_neutral
0.82254803,0.7545956,0.7464489,0.742329,0.745571,0.7731825,0.79907256,0.7861199,0.7731737,0.73109037,0.7556802,0.8102908,male_neutral
0.5121309,0.45775518,0.47871262,0.52081305,0.51679987,0.5404604,0.621741,0.6737086,0.7631575,0.70944303,0.6993162,0.6301769,female_neutral
0.69866776,0.734464,0.7457876,0.7634105,0.8091895,0.818134,0.78838813,0.7609351,0.7825334,0.76566106,0.74836504,0.7167087,male_neutral
